id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2018-656260,2018-01-19,000001,Vente,302560,28,,RUE BURDEAU,1155,69001,69381,Lyon 1er Arrondissement,69,,,69381000AP0055,,,22,57.88,,,,,,,,,1,2,Appartement,57,2,,,,,,4.832506,45.770194
2018-656261,2018-01-15,000001,Vente,216500,24,,RUE LOUIS LOUCHEUR,4350,69009,69389,Lyon 9e Arrondissement,69,,,69389000BV0089,,,345,61.5,,,,,,,,,1,2,Appartement,60,3,,,,,,4.802712,45.768411
2018-656261,2018-01-15,000001,Vente,216500,24,,RUE LOUIS LOUCHEUR,4350,69009,69389,Lyon 9e Arrondissement,69,,,69389000BV0089,,,692,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.802712,45.768411
2018-656262,2018-01-15,000001,Vente,133000,24,,RUE MOUILLARD,4950,69009,69389,Lyon 9e Arrondissement,69,,,69389000AX0069,,,16,48.42,2,,,,,,,,2,2,Appartement,45,2,,,,,,4.802128,45.783997
2018-656263,2018-01-15,000001,Vente,145900,38,,RUE DES CHARTREUX,1550,69001,69381,Lyon 1er Arrondissement,69,,,69381000AD0010,,,102,,105,34.41,,,,,,,2,2,Appartement,32,1,,,,,,4.825158,45.771731
2018-656264,2018-01-10,000001,Vente,5100,3,,RUE DE CASTRIES,1300,69002,69382,Lyon 2e Arrondissement,69,,,69382000AT0074,,,43,,,,,,,,,,1,2,Appartement,249,8,,,,,,4.825838,45.753009
2018-656265,2018-01-17,000001,Vente,274500,80,,RUE DE LA GARENNE,3020,69005,69385,Lyon 5e Arrondissement,69,,,69385000BD0065,,,21,69.41,87,,,,,,,,2,2,Appartement,68,3,,,,,,4.774088,45.750841
2018-656265,2018-01-17,000001,Vente,274500,80,,RUE DE LA GARENNE,3020,69005,69385,Lyon 5e Arrondissement,69,,,69385000BD0065,,,157,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.774088,45.750841
2018-656266,2018-01-09,000001,Vente,20000,3,,RUE STELLA,6835,69002,69382,Lyon 2e Arrondissement,69,,,69382000AH0051,,,45,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.836513,45.760861
2018-656267,2018-01-15,000001,Vente,89000,28,,AV DU MONT BLANC,0520,69140,69286,Rillieux-la-Pape,69,,,69286000AD0647,,,149,,205,63.8,,,,,,,2,2,Appartement,66,3,,,,,,4.895394,45.810241
2018-656268,2018-01-17,000001,Vente,178000,106,,RUE PIERRE VALDO,5530,69005,69385,Lyon 5e Arrondissement,69,,,69385000BI0095,,,145,89,295,,,,,,,,2,2,Appartement,88,4,,,,,,4.78332,45.750748
2018-656269,2018-01-09,000001,Vente en l'état futur d'achèvement,232750,30,,RUE DU CHARIOT D OR,1480,69004,69384,Lyon 4e Arrondissement,69,,,69384000AW0234,,,4,,,,,,,,,,1,,,,,,,,,,4.836728,45.777405
2018-656269,2018-01-09,000001,Vente en l'état futur d'achèvement,232750,30,,RUE DU CHARIOT D OR,1480,69004,69384,Lyon 4e Arrondissement,69,,,69384000AW0234,,,76,,,,,,,,,,1,,,,,,,,,,4.836728,45.777405
2018-656270,2018-01-09,000001,Vente en l'état futur d'achèvement,253000,,,LE CAMP,B003,69580,69292,Sathonay-Camp,69,,,69292000AI0156,,,51,,,,,,,,,,1,,,,,,,,,,4.87206,45.825365
2018-656270,2018-01-09,000001,Vente en l'état futur d'achèvement,253000,,,LE CAMP,B003,69580,69292,Sathonay-Camp,69,,,69292000AI0156,,,52,,,,,,,,,,1,,,,,,,,,,4.87206,45.825365
2018-656270,2018-01-09,000001,Vente en l'état futur d'achèvement,253000,,,LE CAMP,B003,69580,69292,Sathonay-Camp,69,,,69292000AI0156,,,99,,,,,,,,,,1,,,,,,,,,,4.87206,45.825365
2018-656271,2018-01-17,000001,Vente,445000,5,,RUE THOMASSIN,7000,69002,69382,Lyon 2e Arrondissement,69,,,69382000AE0079,,,15,,5,,,,,,,,2,2,Appartement,90,3,,,,,,4.833633,45.761783
2018-656272,2018-01-09,000001,Vente en l'état futur d'achèvement,228000,,,LE CAMP,B003,69580,69292,Sathonay-Camp,69,,,69292000AI0156,,,33,,,,,,,,,,1,,,,,,,,,,4.87206,45.825365
2018-656272,2018-01-09,000001,Vente en l'état futur d'achèvement,228000,,,LE CAMP,B003,69580,69292,Sathonay-Camp,69,,,69292000AI0156,,,129,,,,,,,,,,1,,,,,,,,,,4.87206,45.825365
2018-656272,2018-01-09,000001,Vente en l'état futur d'achèvement,228000,,,LE CAMP,B003,69580,69292,Sathonay-Camp,69,,,69292000AI0156,,,27,,,,,,,,,,1,,,,,,,,,,4.87206,45.825365
2018-656273,2018-01-10,000001,Vente en l'état futur d'achèvement,300000,,,LE CAMP,B003,69580,69292,Sathonay-Camp,69,,,69292000AI0156,,,80,,,,,,,,,,1,,,,,,,,,,4.87206,45.825365
2018-656273,2018-01-10,000001,Vente en l'état futur d'achèvement,300000,,,LE CAMP,B003,69580,69292,Sathonay-Camp,69,,,69292000AI0156,,,77,,,,,,,,,,1,,,,,,,,,,4.87206,45.825365
2018-656273,2018-01-10,000001,Vente en l'état futur d'achèvement,300000,,,LE CAMP,B003,69580,69292,Sathonay-Camp,69,,,69292000AI0156,,,103,,,,,,,,,,1,,,,,,,,,,4.87206,45.825365
2018-656274,2018-01-05,000001,Vente,95000,40,,RUE COMMANDANT CHARCOT,1825,69005,69385,Lyon 5e Arrondissement,69,,,69385000BO0071,,,301,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.805585,45.754659
2018-656274,2018-01-05,000001,Vente,95000,42,,RUE COMMANDANT CHARCOT,1825,69005,69385,Lyon 5e Arrondissement,69,,,69385000BO0071,,,161,34.02,94,,,,,,,,2,2,Appartement,36,1,,,,,,4.805585,45.754659
2018-656275,2018-01-12,000001,Vente,167000,56,,AV GENERAL DE GAULLE,0815,69300,69034,Caluire-et-Cuire,69,,,69034000AI0305,,,,,,,,,,,,,0,1,Maison,62,2,S,sols,,,86,4.855394,45.806666
2018-656275,2018-01-12,000001,Vente,167000,56,,AV GENERAL DE GAULLE,0815,69300,69034,Caluire-et-Cuire,69,,,69034000AI0307,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,32,4.85534,45.806571
2018-656276,2018-01-11,000001,Vente,5000,1,,IMP BEETHOVEN,0099,69140,69286,Rillieux-la-Pape,69,,,69286000AD0876,,,509,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.896676,45.81468
2018-656277,2018-01-10,000001,Vente,139000,504,,AV DU HUIT MAI,0965,69300,69034,Caluire-et-Cuire,69,,,69034000AY0246,,,325,,347,,,,,,,,2,2,Appartement,73,4,,,,,,4.850689,45.795445
2018-656278,2018-01-17,000001,Vente,250000,50,,RUE DE CUIRE,2025,69004,69384,Lyon 4e Arrondissement,69,,,69384000AS0195,,,244,,283,52.7,,,,,,,2,2,Appartement,51,2,,,,,,4.8303,45.778153
2018-656278,2018-01-17,000001,Vente,250000,50,,RUE DE CUIRE,2025,69004,69384,Lyon 4e Arrondissement,69,,,69384000AS0195,,,260,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.8303,45.778153
2018-656279,2018-01-18,000001,Vente,315000,20,,RUE D AUSTERLITZ,0570,69004,69384,Lyon 4e Arrondissement,69,,,69384000AV0064,,,8,58.85,,,,,,,,,1,2,Appartement,65,2,,,,,,4.834291,45.775452
2018-656280,2018-01-04,000001,Vente,8250,14,,RUE ROGER SALENGRO,6100,69009,69389,Lyon 9e Arrondissement,69,,,69389000BD0111,,,22,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,13,0,,,,,,4.806721,45.777759
2018-656281,2018-01-09,000001,Vente,170000,7,,RUE COTTIN,1950,69009,69389,Lyon 9e Arrondissement,69,,,69389000BT0143,,,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.807256,45.771667
2018-656281,2018-01-09,000001,Vente,170000,7,,RUE COTTIN,1950,69009,69389,Lyon 9e Arrondissement,69,,,69389000BT0143,,,11,55.07,,,,,,,,,1,2,Appartement,55,2,,,,,,4.807256,45.771667
2018-656282,2018-01-04,000001,Vente en l'état futur d'achèvement,207697,,,,,,69389,Lyon 9e Arrondissement,69,,,69389000AL0027,,,108,,,,,,,,,,1,,,,,,,,,,4.82102,45.793554
2018-656282,2018-01-04,000001,Vente en l'état futur d'achèvement,207697,,,,,,69389,Lyon 9e Arrondissement,69,,,69389000AL0027,,,155,,,,,,,,,,1,,,,,,,,,,4.82102,45.793554
2018-656283,2018-01-04,000001,Vente en l'état futur d'achèvement,236453,,,,,,69389,Lyon 9e Arrondissement,69,,,69389000AL0027,,,122,,,,,,,,,,1,,,,,,,,,,4.82102,45.793554
2018-656283,2018-01-04,000001,Vente en l'état futur d'achèvement,236453,,,,,,69389,Lyon 9e Arrondissement,69,,,69389000AL0027,,,148,,,,,,,,,,1,,,,,,,,,,4.82102,45.793554
2018-656284,2018-01-16,000001,Vente,255000,1,,RUE DOC ALBERIC PONT,2193,69005,69385,Lyon 5e Arrondissement,69,,,69385000BP0063,,,77,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.803684,45.753162
2018-656284,2018-01-16,000001,Vente,255000,1,,RUE DOC ALBERIC PONT,2193,69005,69385,Lyon 5e Arrondissement,69,,,69385000BP0063,,,30,,60,103.51,,,,,,,2,2,Appartement,103,5,,,,,,4.803684,45.753162
2018-656285,2018-01-03,000001,Vente,308000,17,,AV RENE CASSIN,5925,69009,69389,Lyon 9e Arrondissement,69,,,69389000BT0135,,,213,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.807658,45.770561
2018-656285,2018-01-03,000001,Vente,308000,4,,RUE JEAN MARIE LECLAIR,3785,69009,69389,Lyon 9e Arrondissement,69,,,69389000BT0135,,,245,,28,74.86,,,,,,,2,2,Appartement,75,3,,,,,,4.807658,45.770561
2018-656286,2018-01-05,000001,Vente en l'état futur d'achèvement,140000,,,BALME BARON,B151,69140,69286,Rillieux-la-Pape,69,,,69286000AI0167,,,55,,,,,,,,,,1,,,,,,,,,,4.877414,45.800651
2018-656287,2018-01-10,000001,Vente,498750,61,,QUAI ST VINCENT,6590,69001,69381,Lyon 1er Arrondissement,69,,,69381000AT0005,,,18,108.52,36,,,,,,,,2,2,Appartement,108,4,,,,,,4.829937,45.767184
2018-656288,2018-01-10,000001,Vente,135000,3,,RUE JACQUARD,3630,69004,69384,Lyon 4e Arrondissement,69,,,69384000AN0067,,,34,22.49,,,,,,,,,1,2,Appartement,25,1,,,,,,4.829434,45.77523
2018-656289,2018-01-16,000001,Vente,209022,50,,RUE DE LA FAVORITE,2665,69005,69385,Lyon 5e Arrondissement,69,,,69385000AW0120,,,7,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,132,0,,,,,,4.808346,45.757322
2018-656290,2018-01-08,000001,Vente,92000,,,LE PERRON,B046,69730,69278,Genay,69,,,69278000AL0611,,,,,,,,,,,,,0,,,,,S,sols,,,65,4.834786,45.89404
2018-656290,2018-01-08,000001,Vente,92000,,,LE PERRON,B046,69730,69278,Genay,69,,,69278000AL0612,,,,,,,,,,,,,0,,,,,S,sols,,,87,4.834946,45.893991
2018-656291,2018-01-02,000001,Vente en l'état futur d'achèvement,179400,,,LE BILLARD,B004,69250,69143,Neuville-sur-Saône,69,,,69143000AC0105,,,82,,,,,,,,,,1,,,,,,,,,,4.838897,45.879939
2018-656291,2018-01-02,000001,Vente en l'état futur d'achèvement,179400,,,LE BILLARD,B004,69250,69143,Neuville-sur-Saône,69,,,69143000AC0105,,,38,,,,,,,,,,1,,,,,,,,,,4.838897,45.879939
2018-656292,2018-01-10,000001,Vente,248288,3632,,RTE DE STRASBOURG,0680,69140,69286,Rillieux-la-Pape,69,,,69286000BI0089,,,25,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.903594,45.824219
2018-656292,2018-01-10,000001,Vente,248288,3632,,RTE DE STRASBOURG,0680,69140,69286,Rillieux-la-Pape,69,,,69286000BI0089,,,13,155.1,,,,,,,,,1,2,Appartement,115,5,,,,,,4.903594,45.824219
2018-656292,2018-01-10,000001,Vente,248288,3632,,RTE DE STRASBOURG,0680,69140,69286,Rillieux-la-Pape,69,,,69286000BI0089,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.903594,45.824219
2018-656292,2018-01-10,000001,Vente,248288,3632,,RTE DE STRASBOURG,0680,69140,69286,Rillieux-la-Pape,69,,,69286000BI0089,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.903594,45.824219
2018-656292,2018-01-10,000001,Vente,248288,,,LES GAGERES,B046,69140,69286,Rillieux-la-Pape,69,,,69286000BI0330,,,,,,,,,,,,,0,,,,,J,jardins,,,155,4.903526,45.824063
2018-656293,2018-01-03,000001,Vente,100000,37,,RUE TABLES CLAUDIENNES,6880,69001,69381,Lyon 1er Arrondissement,69,,,69381000AO0186,,,21,,,,,,,,,,1,2,Appartement,40,2,,,,,,4.832859,45.771019
2018-656294,2018-01-05,000001,Vente,160500,1,B,RUE DE LA LIBERATION,0210,69270,69088,Fontaines-sur-Saône,69,,,69088000AD0071,,,184,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.856376,45.832441
2018-656294,2018-01-05,000001,Vente,160500,1,B,RUE DE LA LIBERATION,0210,69270,69088,Fontaines-sur-Saône,69,,,69088000AD0071,,,11,,36,78.07,37,,,,,,3,2,Appartement,79,4,,,,,,4.856376,45.832441
2018-656295,2018-01-19,000001,Vente,202000,1,,RUE BOURNES,1090,69004,69384,Lyon 4e Arrondissement,69,,,69384000AL0018,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.823416,45.77658
2018-656295,2018-01-19,000001,Vente,202000,1,,RUE BOURNES,1090,69004,69384,Lyon 4e Arrondissement,69,,,69384000AL0018,,,5,44.74,,,,,,,,,1,2,Appartement,44,2,,,,,,4.823416,45.77658
2018-656296,2018-01-02,000001,Vente,5000,3,B,RUE DE LA LIBERATION,0210,69270,69088,Fontaines-sur-Saône,69,,,69088000AD0146,,,442,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.857167,45.832608
2018-656297,2018-01-24,000001,Vente,28500,8,,RUE ARTAUD,0490,69004,69384,Lyon 4e Arrondissement,69,,,69384000AY0119,,,182,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.834308,45.781087
2018-656298,2018-01-12,000001,Vente,148000,19,,AV GENERAL DE GAULLE,0815,69300,69034,Caluire-et-Cuire,69,,,69034000AL0105,,,163,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.852327,45.805354
2018-656298,2018-01-12,000001,Vente,148000,19,,AV GENERAL DE GAULLE,0815,69300,69034,Caluire-et-Cuire,69,,,69034000AL0105,,,129,61.71,97,,,,,,,,2,2,Appartement,62,3,,,,,,4.852327,45.805354
2018-656299,2018-01-05,000001,Vente,49000,11,,RUE D IVRY,3615,69004,69384,Lyon 4e Arrondissement,69,,,69384000AW0033,,,30,,4,,,,,,,,2,2,Appartement,69,3,,,,,,4.833742,45.77734
2018-656300,2018-01-25,000001,Vente,285600,22,,AV CABIAS,1165,69004,69384,Lyon 4e Arrondissement,69,,,69384000AO0031,,,71,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.827381,45.776539
2018-656300,2018-01-25,000001,Vente,285600,22,,AV CABIAS,1165,69004,69384,Lyon 4e Arrondissement,69,,,69384000AO0031,,,21,,54,50.2,,,,,,,2,2,Appartement,50,2,,,,,,4.827381,45.776539
2018-656301,2018-01-19,000001,Vente,140000,22,,RUE DE LA QUARANTAINE,5865,69005,69385,Lyon 5e Arrondissement,69,,,69385000AR0093,,,17,,,,,,,,,,1,2,Appartement,28,1,,,,,,4.822088,45.753437
2018-656302,2018-01-15,000001,Vente,56000,5,,RUE LAURENCIN,4155,69002,69382,Lyon 2e Arrondissement,69,,,69382000AS0083,,,2,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,4.832255,45.752993
2018-656303,2018-01-05,000001,Vente en l'état futur d'achèvement,380000,21,,RUE DU CAP FERBER,0290,69300,69034,Caluire-et-Cuire,69,,,69034000BI0006,,,22,,,,,,,,,,1,,,,,,,,,,4.826828,45.790701
2018-656303,2018-01-05,000001,Vente en l'état futur d'achèvement,380000,21,,RUE DU CAP FERBER,0290,69300,69034,Caluire-et-Cuire,69,,,69034000BI0006,,,67,,,,,,,,,,1,,,,,,,,,,4.826828,45.790701
2018-656303,2018-01-05,000001,Vente en l'état futur d'achèvement,380000,21,,RUE DU CAP FERBER,0290,69300,69034,Caluire-et-Cuire,69,,,69034000BI0006,,,68,,,,,,,,,,1,,,,,,,,,,4.826828,45.790701
2018-656304,2018-01-08,000001,Vente,353050,5,,PL DES CORDELIERS,1920,69002,69382,Lyon 2e Arrondissement,69,,,69382000AC0020,,,112,54.5,,,,,,,,,1,2,Appartement,56,2,,,,,,4.83789,45.763717
2018-656305,2018-01-15,000001,Vente,158000,13,,RUE FREDERIC MISTRAL,0785,69300,69034,Caluire-et-Cuire,69,,,69034000BL0054,,,24,,88,54.84,,,,,,,2,2,Appartement,54,3,,,,,,4.837056,45.795209
2018-656306,2018-01-05,000001,Vente,90500,13,,RUE MARTIN BASSE,1275,69300,69034,Caluire-et-Cuire,69,,,69034000AI0148,,,31,25.68,,,,,,,,,1,2,Appartement,25,1,,,,,,4.855482,45.805967
2018-656306,2018-01-05,000001,Vente,90500,11,,RUE MARTIN BASSE,1275,69300,69034,Caluire-et-Cuire,69,,,69034000AI0148,,,71,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.855482,45.805967
2018-656307,2018-01-15,000001,Vente en l'état futur d'achèvement,136012,,,,,,69389,Lyon 9e Arrondissement,69,,,69389000AL0027,,,125,,,,,,,,,,1,,,,,,,,,,4.82102,45.793554
2018-656308,2018-01-12,000001,Vente,6000,52,,BD DES CASTORS,1295,69005,69385,Lyon 5e Arrondissement,69,,,69385000CD0001,,,148,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.808691,45.751526
2018-656309,2018-01-10,000001,Vente,240100,110,,RTE DE GENEVE,0365,69140,69286,Rillieux-la-Pape,69,,,69286000AM0371,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.902225,45.808034
2018-656309,2018-01-10,000001,Vente,240100,110,,RTE DE GENEVE,0365,69140,69286,Rillieux-la-Pape,69,,,69286000AM0371,,,14,95.73,,,,,,,,,1,2,Appartement,92,3,,,,,,4.902225,45.808034
2018-656310,2018-01-12,000001,Vente,316720,16,,RUE RENE LEYNAUD,5990,69001,69381,Lyon 1er Arrondissement,69,,,69381000AP0070,,,30,69.19,,,,,,,,,1,2,Appartement,70,2,,,,,,4.833511,45.76963
2018-656311,2018-01-17,000001,Vente,20000,23,,RUE LAPORTE,4145,69009,69389,Lyon 9e Arrondissement,69,,,69389000BD0109,,,110,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.803841,45.777966
2018-656312,2018-01-17,000001,Vente,551600,8,,RUE JOSEPH SERLIN,3920,69001,69381,Lyon 1er Arrondissement,69,,,69381000AS0107,,,109,122,127,,,,,,,,2,2,Appartement,120,4,,,,,,4.835323,45.767227
2018-656313,2018-01-19,000001,Vente,186250,33,,QUAI PIERRE SCIZE,5515,69009,69389,Lyon 9e Arrondissement,69,,,69389000CH0027,,,5,54.76,,,,,,,,,1,2,Appartement,56,2,,,,,,4.817504,45.766318
2018-656313,2018-01-19,000001,Vente,186250,33,,QUAI PIERRE SCIZE,5515,69009,69389,Lyon 9e Arrondissement,69,,,69389000CH0027,,,6,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.817504,45.766318
2018-656314,2018-01-19,000001,Vente,15000,19,,RUE RAVAT,5945,69002,69382,Lyon 2e Arrondissement,69,,,69382000BD0014,,,102,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.82462,45.744071
2018-656315,2018-01-12,000001,Vente,17000,13,,RUE PIERRE BRUNIER,1630,69300,69034,Caluire-et-Cuire,69,,,69034000BH0315,,,167,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.828884,45.783976
2018-656316,2018-01-05,000001,Vente,581600,351,,RUE DE LA REPUBLIQUE,0160,69270,69168,Rochetaillée-sur-Saône,69,,,69168000AB0230,,,,,,,,,,,,,0,1,Maison,148,4,AB,terrains a bâtir,,,1301,4.84118,45.848907
2018-656317,2018-01-10,000001,Vente en l'état futur d'achèvement,313000,6,,RUE CHINARD,1640,69009,69389,Lyon 9e Arrondissement,69,,,69389000BD0047,,,59,,,,,,,,,,1,,,,,,,,,,4.80598,45.778512
2018-656317,2018-01-10,000001,Vente en l'état futur d'achèvement,313000,6,,RUE CHINARD,1640,69009,69389,Lyon 9e Arrondissement,69,,,69389000BD0047,,,101,,,,,,,,,,1,,,,,,,,,,4.80598,45.778512
2018-656318,2018-01-12,000001,Vente,502240,8,,RUE ROMAGNON,0164,69250,69085,Fleurieu-sur-Saône,69,,,69085000AK0047,,,5,205.13,,,,,,,,,1,1,Maison,156,4,,,,,,4.845952,45.85799
2018-656319,2018-01-18,000001,Vente,163000,6,,RUE FREDERIC MISTRAL,0785,69300,69034,Caluire-et-Cuire,69,,,69034000BL0054,,,724,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.837056,45.795209
2018-656319,2018-01-18,000001,Vente,163000,10,,RUE FREDERIC MISTRAL,0785,69300,69034,Caluire-et-Cuire,69,,,69034000BL0054,,,173,,237,,,,,,,,2,2,Appartement,54,3,,,,,,4.837056,45.795209
2018-656320,2018-01-09,000001,Vente,125000,3,,RUE VALFENIERE,7235,69001,69381,Lyon 1er Arrondissement,69,,,69381000AT0088,,,10,,,,,,,,,,1,2,Appartement,22,1,,,,,,4.832435,45.766417
2018-656321,2018-01-11,000001,Vente,135750,20,,RUE PROFESSEUR PATEL,5775,69009,69389,Lyon 9e Arrondissement,69,,,69389000BX0029,,,38,50.04,80,,,,,,,,2,2,Appartement,51,2,,,,,,4.792124,45.765334
2018-656321,2018-01-11,000001,Vente,135750,16,,RUE PROFESSEUR PATEL,5775,69009,69389,Lyon 9e Arrondissement,69,,,69389000BX0029,,,637,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.792124,45.765334
2018-656322,2018-01-05,000001,Vente,138000,13,,RUE PORT DU TEMPLE,5660,69002,69382,Lyon 2e Arrondissement,69,,,69382000AI0013,,,4,,,,,,,,,,1,2,Appartement,36,2,,,,,,4.832527,45.760752
2018-656323,2018-01-23,000001,Vente,553200,36,,RUE CHAZIERE,1600,69004,69384,Lyon 4e Arrondissement,69,,,69384000AI0020,,,2,93.09,,,,,,,,,1,2,Appartement,91,4,,,,,,4.817109,45.776838
2018-656323,2018-01-23,000001,Vente,553200,36,,RUE CHAZIERE,1600,69004,69384,Lyon 4e Arrondissement,69,,,69384000AI0020,,,53,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.817109,45.776838
2018-656324,2018-01-24,000001,Vente,17000,22,,RUE SMITH,6795,69002,69382,Lyon 2e Arrondissement,69,,,69382000AZ0059,,,151,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.824632,45.74584
2018-656325,2018-01-09,000001,Vente,220000,3,,RUE STELLA,6835,69002,69382,Lyon 2e Arrondissement,69,,,69382000AH0051,,,10,68.05,25,,,,,,,,2,2,Appartement,70,2,,,,,,4.836513,45.760861
2018-656326,2018-01-16,000001,Vente,268800,10,,RUE BOURNES,1090,69004,69384,Lyon 4e Arrondissement,69,,,69384000AL0010,,,100,,79,71.33,,,,,,,2,2,Appartement,68,3,,,,,,4.822603,45.777073
2018-656326,2018-01-16,000001,Vente,268800,10,,RUE BOURNES,1090,69004,69384,Lyon 4e Arrondissement,69,,,69384000AL0010,,,129,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.822603,45.777073
2018-656327,2018-01-08,000001,Vente en l'état futur d'achèvement,1060000,24,,RUE DE CUIRE,2025,69004,69384,Lyon 4e Arrondissement,69,,,69384000AT0054,,,37,,,,,,,,,,1,,,,,,,,,,4.830846,45.776847
2018-656327,2018-01-08,000001,Vente en l'état futur d'achèvement,1060000,24,,RUE DE CUIRE,2025,69004,69384,Lyon 4e Arrondissement,69,,,69384000AT0054,,,77,,,,,,,,,,1,,,,,,,,,,4.830846,45.776847
2018-656327,2018-01-08,000001,Vente en l'état futur d'achèvement,1060000,24,,RUE DE CUIRE,2025,69004,69384,Lyon 4e Arrondissement,69,,,69384000AT0054,,,78,,,,,,,,,,1,,,,,,,,,,4.830846,45.776847
2018-656327,2018-01-08,000001,Vente en l'état futur d'achèvement,1060000,24,,RUE DE CUIRE,2025,69004,69384,Lyon 4e Arrondissement,69,,,69384000AT0054,,,38,,,,,,,,,,1,,,,,,,,,,4.830846,45.776847
2018-656327,2018-01-08,000001,Vente en l'état futur d'achèvement,1060000,24,,RUE DE CUIRE,2025,69004,69384,Lyon 4e Arrondissement,69,,,69384000AT0054,,,57,,,,,,,,,,1,,,,,,,,,,4.830846,45.776847
2018-656328,2018-01-23,000001,Vente,505000,54,,QUAI CLEMENCEAU,0440,69300,69034,Caluire-et-Cuire,69,,,69034000BL0001,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.835668,45.796845
2018-656328,2018-01-23,000001,Vente,505000,54,,QUAI CLEMENCEAU,0440,69300,69034,Caluire-et-Cuire,69,,,69034000BL0001,,,45,88.43,48,,,,,,,,2,2,Appartement,83,2,,,,,,4.835668,45.796845
2018-656329,2018-01-04,000001,Vente,421800,23,,PL TABAREAU,6870,69004,69384,Lyon 4e Arrondissement,69,,,69384000AN0023,,,53,89.09,54,,55,,,,,,3,2,Appartement,68,2,,,,,,4.82634,45.775028
2018-656330,2018-01-04,000001,Vente,236000,25,,RUE TABLES CLAUDIENNES,6880,69001,69381,Lyon 1er Arrondissement,69,,,69381000AO0195,,,10,,8,55.3,,,,,,,2,2,Appartement,62,3,,,,,,4.831848,45.770961
2018-656331,2018-01-09,000001,Vente,28000,63,,RUE JACQUES - LOUIS HENON,3465,69004,69384,Lyon 4e Arrondissement,69,,,69384000AP0110,,,1505,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.825546,45.779095
2018-656332,2018-01-23,000001,Vente,100500,18,,RUE DE LA CLAIRE,1665,69009,69389,Lyon 9e Arrondissement,69,,,69389000AY0085,,,153,28.53,,,,,,,,,1,2,Appartement,28,1,,,,,,4.805594,45.780323
2018-656333,2018-01-09,000001,Vente,100000,13,,RUE DE BOURGOGNE,1085,69009,69389,Lyon 9e Arrondissement,69,,,69389000BK0075,,,6,59.96,,,,,,,,,1,4,Local industriel. commercial ou assimilé,32,0,,,,,,4.804094,45.776381
2018-656334,2018-01-22,000001,Vente,104000,3,,RUE PORT DU TEMPLE,5660,69002,69382,Lyon 2e Arrondissement,69,,,69382000AI0018,,,4,18.59,,,,,,,,,1,2,Appartement,21,1,,,,,,4.832029,45.760942
2018-656335,2018-01-12,000001,Vente en l'état futur d'achèvement,449000,,,,,,69382,Lyon 2e Arrondissement,69,,,69382000BD0242,,,94,,,,,,,,,,1,,,,,,,,,,4.821208,45.740569
2018-656335,2018-01-12,000001,Vente en l'état futur d'achèvement,449000,,,,,,69382,Lyon 2e Arrondissement,69,,,69382000BD0242,,,258,,,,,,,,,,1,,,,,,,,,,4.821208,45.740569
